Symbol,Company Name,Promoter Delta %,FII Delta %,DII Delta %,Mutual Fund Delta %,Pledge Delta %
INDPRUD,Industrial & Prudential Investment Company Limited,16.67,-1.21,-17.89,-8.1,-1.2
INDRAMEDCO,Indraprastha Medical Corporation Limited,-3.09,3.27,-5.71,-0.84,0.0
INDSWFTLAB,Ind-Swift Laboratories Limited,-5.71,-12.54,5.31,-0.52,0.0
INDTERRAIN,Indian Terrain Fashions Limited,1.78,-2.28,-7.79,-5.33,0.0
INDUSINDBK,IndusInd Bank Limited,-4.8,15.39,-3.05,-2.47,0.0
INDUSTOWER,Indus Towers Limited,-10.4,9.83,7.79,0.17,0.0
INFOBEAN,InfoBeans Technologies Limited,8.62,2.65,-2.26,-1.27,-2.7
INFOMEDIA,Infomedia Press Limited,-17.76,15.73,-1.84,-2.43,12.8
INFY,Infosys Limited,0.06,0.08,0.13,0.13,0.0
INGERRAND,Ingersoll Rand (India) Limited,0.1,9.38,-5.14,-3.19,0.0
INNOVACAP,Innova Captab Limited,-5.28,10.24,-2.58,-4.46,0.0
INNOVANA,Innovana Thinklabs Limited,-13.6,2.38,3.1,2.01,0.0
INNOVISION,Innovision Limited,-3.11,-5.09,4.98,4.57,0.0
INOXGREEN,Inox Green Energy Services Limited,-8.88,4.01,4.3,-0.53,-13.2
INOXINDIA,INOX India Limited,14.56,5.8,-16.78,-12.91,-11.3
INOXWIND,Inox Wind Limited,7.58,-0.74,-5.97,-6.12,0.0
INSECTICID,Insecticides (India) Limited,-9.11,17.88,0.42,-0.96,0.0
INSPIRISYS,Inspirisys Solutions Limited,12.69,-2.59,0.1,-0.95,0.0
INTELLECT,Intellect Design Arena Limited,5.38,-7.89,-3.11,-2.86,0.0
INTENTECH,Intense Technologies Limited,15.3,-16.09,-0.89,-0.87,0.0
INTERARCH,Interarch Building Solutions Limited,10.62,-11.35,0.12,-1.42,4.7
INTLCONV,International Conveyors Limited,15.75,-10.4,-4.59,-4.34,3.8
INVENTURE,Inventure Growth & Securities Limited,-21.46,20.3,-4.94,-3.3,0.0
INVPRECQ,Investment & Precision Castings Limited,3.61,-8.24,2.8,-1.86,0.0
IOB,Indian Overseas Bank,-7.8,4.36,-2.2,-2.93,0.0
IOC,Indian Oil Corporation Limited,0.39,5.2,-10.32,-8.02,0.0
IOLCP,IOL Chemicals and Pharmaceuticals Limited,10.26,-0.45,-1.24,-2.7,0.0
IONEXCHANG,ION Exchange (India) Limited,-11.82,2.46,2.19,1.11,0.0
IPCALAB,IPCA Laboratories Limited,1.64,1.74,-7.0,-6.63,5.9
IPL,India Pesticides Limited,-6.66,2.26,1.33,1.76,0.0
IRB,IRB Infrastructure Developers Limited,-25.26,12.13,6.53,4.32,0.0
IRCON,Ircon International Limited,-6.59,3.05,9.71,6.42,0.0
IRCTC,Indian Railway Catering And Tourism Corporation Limited,-10.48,3.53,3.41,0.78,0.0
IREDA,Indian Renewable Energy Development Agency Limited,1.96,-1.54,-9.33,-4.53,0.0
IRFC,Indian Railway Finance Corporation Limited,32.22,-15.4,-11.43,-6.3,-8.4
IRIS,IRIS RegTech Solutions Limited,5.08,1.85,-0.54,-0.77,1.0
IRISDOREME,Iris Clothings Limited,10.88,-1.5,-3.97,-1.39,0.0
IRMENERGY,IRM Energy Limited,10.91,3.17,-1.62,-0.04,-9.0
ISFT,Intrasoft Technologies Limited,20.13,-6.34,-13.62,-7.22,0.0
ISGEC,Isgec Heavy Engineering Limited,-2.93,-2.88,3.56,2.34,0.0
ISHANCH,Ishan Dyes and Chemicals Limited,-7.11,4.79,9.98,4.33,0.0
ITC,ITC Limited,-11.94,0.69,0.45,0.87,0.0
ITCHOTELS,ITC Hotels Limited,0.01,-6.7,-2.91,-3.85,0.0
ITDC,India Tourism Development Corporation Limited,4.77,0.4,8.99,6.39,-9.9
ITI,ITI Limited,8.91,-20.02,3.65,2.83,11.6
IVALUE,Ivalue Infosolutions Limited,5.49,14.82,-8.91,-4.62,0.0
IVC,IL&FS Investment Managers Limited,-10.03,-0.51,6.92,4.25,0.0
IVP,IVP Limited,-12.45,7.77,3.86,0.31,0.0
IWP,The Indian Wood Products Company Limited,19.58,-7.7,-14.68,-5.94,0.0
IXIGO,Le Travenues Technology Limited,-13.07,6.79,11.84,6.63,0.0
IZMO,IZMO Limited,-0.91,-5.61,-6.91,-3.19,0.0
J&KBANK,The Jammu & Kashmir Bank Limited,-8.18,-0.44,16.03,12.21,7.0
JAGRAN,Jagran Prakashan Limited,2.01,-0.28,4.46,2.09,0.0
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,3.08,5.02,-8.88,-5.88,0.0
JAIBALAJI,Jai Balaji Industries Limited,8.37,-16.68,0.6,2.7,0.0
JAICORPLTD,Jai Corp Limited,-10.73,5.47,1.19,1.75,0.0
JAINREC,Jain Resource Recycling Limited,-16.74,16.38,-1.29,0.96,2.2
JAIPURKURT,Nandani Creation Limited,5.77,-0.77,-1.31,-2.87,0.0
JAMNAAUTO,Jamna Auto Industries Limited,-7.31,16.49,-4.99,-2.16,0.0
JARO,Jaro Institute of Technology Management and Research Limited,-3.16,1.69,0.04,1.43,-1.4
JASH,Jash Engineering Limited,2.7,-16.37,-5.73,-3.1,-13.5
JAYAGROGN,Jayant Agro Organics Limited,27.81,-9.11,-6.75,-4.97,0.0
JAYBARMARU,Jay Bharat Maruti Limited,17.97,-1.1,-9.26,-1.54,0.0
JAYKAY,Jaykay Enterprises Limited,5.26,12.35,-5.44,-3.08,0.0
JAYNECOIND,Jayaswal Neco Industries Limited,-4.17,9.68,-8.28,-6.78,0.0
JAYSREETEA,Jayshree Tea & Industries Limited,-0.22,2.16,-0.77,0.0,0.0
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,-2.25,-12.15,5.71,1.32,0.0
JBMA,JBM Auto Limited,-8.27,5.13,1.35,-2.0,0.0
JETFREIGHT,Jet Freight Logistics Limited,18.67,-6.78,-2.56,-4.55,-13.7
JGCHEM,J.G.Chemicals Limited,-10.31,2.84,7.11,6.68,-2.8
JHS,JHS Svendgaard Laboratories Limited,9.08,-4.77,1.38,-0.53,0.0
JINDALPHOT,Jindal Photo Limited,1.77,-6.21,-9.57,-6.87,0.0
JINDALPOLY,Jindal Poly Films Limited,-5.26,-8.29,18.07,10.99,0.0
JINDALSAW,Jindal Saw Limited,-11.19,11.07,-1.23,0.75,13.5
JINDALSTEL,JINDAL STEEL LIMITED,-11.34,5.09,7.22,6.47,0.0
JINDRILL,Jindal Drilling And Industries Limited,-4.43,4.24,6.29,3.91,0.0
JINDWORLD,Jindal Worldwide Limited,-4.76,-2.71,6.64,2.7,-1.9
JIOFIN,Jio Financial Services Limited,5.59,-18.82,2.56,4.19,0.0
JISLDVREQS,Jain Irrigation Systems Limited,-9.17,2.88,-5.07,-3.07,0.0
JISLJALEQS,Jain Irrigation Systems Limited,-6.41,-3.98,13.7,7.52,-0.4
JITFINFRA,JITF Infralogistics Limited,3.73,-21.56,10.0,7.15,3.9
JKCEMENT,JK Cement Limited,12.4,1.7,-10.25,-7.72,0.0
JKIL,J.Kumar Infraprojects Limited,-2.72,2.59,-14.26,-6.71,0.0
JKIPL,Jinkushal Industries Limited,-3.06,7.16,-9.33,-7.17,0.0
JKLAKSHMI,JK Lakshmi Cement Limited,-2.05,11.19,7.95,6.13,0.0
JKPAPER,JK Paper Limited,-5.6,-1.17,0.88,0.85,0.0
JKTYRE,JK Tyre & Industries Limited,-0.25,14.8,-0.2,-0.87,0.0
JLHL,Jupiter Life Line Hospitals Limited,8.01,-14.87,-9.84,-5.52,0.0
JMA,Jullundur Motor Agency (Delhi) Limited,-1.91,-1.51,-3.94,-4.57,9.2
JMFINANCIL,JM Financial Limited,8.4,-9.83,13.92,10.37,0.0
JNKINDIA,JNK India Limited,-6.36,4.6,2.21,4.55,0.0
JOCIL,Jocil Limited,-14.81,-0.08,8.72,7.25,-4.5
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,4.95,6.87,6.65,2.6,0.0
JPPOWER,Jaiprakash Power Ventures Limited,3.6,0.27,-3.45,-3.41,0.0
JSFB,Jana Small Finance Bank Limited,-19.44,4.11,3.78,2.56,0.0
JSL,Jindal Stainless Limited,-0.5,-2.32,-5.34,-4.29,0.0
JSLL,Jeena Sikho Lifecare Limited,2.45,1.87,-2.9,-2.7,0.0
JSWCEMENT,JSW Cement Limited,-2.51,5.62,3.26,0.14,0.0
JSWDULUX,JSW Dulux Limited,1.57,-14.2,-0.07,-1.4,0.0
JSWENERGY,JSW Energy Limited,18.61,-8.79,-3.96,-4.27,0.0
JSWHL,JSW Holdings Limited,1.24,-13.78,9.36,6.93,0.0
JSWINFRA,JSW Infrastructure Limited,-1.45,-1.6,1.55,1.87,9.0
JSWSTEEL,JSW Steel Limited,10.6,-11.41,-3.75,-5.55,0.0
JTEKTINDIA,Jtekt India Limited,-2.44,0.55,1.73,-0.11,0.0
JTLIND,JTL INDUSTRIES LIMITED,3.09,8.0,-8.88,-5.05,0.0
JUBLCPL,Jubilant Agri and Consumer Products Limited,-17.43,9.35,5.93,5.89,0.0
JUBLFOOD,Jubilant Foodworks Limited,9.2,-5.5,1.72,1.09,0.0
JUBLINGREA,Jubilant Ingrevia Limited,-25.49,9.88,16.71,11.82,0.0
JUBLPHARMA,Jubilant Pharmova Limited,7.48,-16.4,6.32,3.28,0.0
JUNIPER,Juniper Hotels Limited,-2.6,-2.37,-7.18,-6.63,0.0
JUSTDIAL,Just Dial Limited,6.67,-8.03,-3.45,-5.5,4.4
JWL,Jupiter Wagons Limited,-0.68,-12.37,11.78,6.36,0.0
JYOTHYLAB,Jyothy Labs Limited,5.43,-3.8,-1.92,-2.96,0.0
JYOTICNC,Jyoti CNC Automation Limited,-8.92,16.56,-1.54,-2.13,3.2
JYOTISTRUC,Jyoti Structures Limited,-1.46,5.5,-4.65,-5.56,0.0
KABRAEXTRU,Kabra Extrusion Technik Limited,3.1,-11.53,9.56,7.46,0.0
KAJARIACER,Kajaria Ceramics Limited,18.25,10.34,-5.29,-2.12,2.7
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,13.87,-8.87,-0.25,-3.89,0.0
KALAMANDIR,Sai Silks (Kalamandir) Limited,16.07,-6.88,0.25,0.53,-10.9
KALPATARU,Kalpataru Limited,-10.97,-5.04,-3.71,-2.19,10.9
KALYANI,Kalyani Commercials Limited,3.72,8.01,-16.87,-10.02,11.8
KALYANIFRG,Kalyani Forge Limited,-0.27,2.03,-2.13,-3.96,0.0
KALYANKJIL,Kalyan Jewellers India Limited,-18.9,10.56,-1.94,-1.09,0.0
KAMAHOLD,Kama Holdings Limited,8.89,-8.29,-0.67,-0.32,0.0
KAMATHOTEL,Kamat Hotels (I) Limited,20.96,-12.49,-12.09,-8.95,0.0
KAMDHENU,Kamdhenu Limited,-12.17,2.05,2.32,1.31,0.0
KAMOPAINTS,Kamdhenu Ventures Limited,0.78,-7.99,4.68,1.33,13.8
KANANIIND,Kanani Industries Limited,-4.29,7.89,14.74,6.07,0.0
KANCHI,Kanchi Karpooram Limited,-7.52,-9.14,16.19,9.95,0.0
KANORICHEM,Kanoria Chemicals & Industries Limited,-0.6,1.07,-14.38,-11.24,3.2
KANPRPLA,Kanpur Plastipack Limited,-5.66,4.33,0.43,2.78,0.0
KANSAINER,Kansai Nerolac Paints Limited,13.43,4.79,-13.72,-8.95,-10.2
KAPSTON,Kapston Services Limited,-0.65,-20.64,12.69,8.21,0.0
KARMAENG,Karma Energy Limited,9.91,5.24,-18.3,-15.38,0.0
KARURVYSYA,Karur Vysya Bank Limited,-12.33,16.95,14.01,11.66,0.0
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,5.36,4.41,1.05,-0.55,0.0
KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited,5.91,-7.52,-4.89,-6.29,-4.7
KAYA,Kaya Limited,1.2,-13.11,1.4,3.35,0.0
KAYNES,Kaynes Technology India Limited,10.15,-12.89,-4.09,-2.25,0.0
KCP,KCP Limited,-25.56,5.47,11.25,5.78,0.0
KCPSUGIND,KCP Sugar and Industries Corporation Limited,-10.16,-5.68,5.09,0.97,0.0
KDDL,KDDL Limited,4.1,-1.21,0.13,3.18,0.0
KEC,KEC International Limited,1.53,3.08,-6.33,-5.19,0.0
KECL,Kirloskar Electric Company Limited,0.8,-5.36,2.14,0.64,0.0
KEEPLEARN,DSJ Keep Learning Limited,-8.71,6.06,7.5,5.76,-4.5
KEI,KEI Industries Limited,-8.03,2.79,4.08,6.05,0.0
KELLTONTEC,Kellton Tech Solutions Limited,8.4,-12.93,8.01,6.82,0.0
KENNAMET,Kennametal India Limited,5.11,-4.56,2.35,-1.41,-5.0
KERNEX,Kernex Microsystems (India) Limited,-11.13,8.94,8.16,2.53,0.0
KESORAMIND,Kesoram Industries Limited,11.44,8.17,-13.4,-5.98,0.0
KEYFINSERV,Keynote Financial Services Limited,0.86,-10.36,5.18,3.29,-12.5
KFINTECH,Kfin Technologies Limited,-7.03,-4.91,3.9,2.66,0.0
KHADIM,Khadim India Limited,11.64,2.74,3.59,2.59,0.0
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,14.63,-10.76,0.08,-1.16,0.3
KHAITANLTD,Khaitan (India) Limited,21.53,-8.37,-0.74,-0.23,1.2
KHANDSE,Khandwala Securities Limited,-3.32,2.19,0.02,-0.57,0.0
KICL,Kalyani Investment Company Limited,-3.38,0.5,-3.27,0.07,0.0
KILITCH,Kilitch Drugs (India) Limited,-1.72,-4.7,5.9,3.3,0.0
KIMS,Krishna Institute of Medical Sciences Limited,-15.33,4.14,-4.23,-3.42,0.0
KINGFA,Kingfa Science & Technology (India) Limited,11.47,-0.36,1.78,1.55,10.0
KIOCL,KIOCL Limited,22.25,-9.83,-10.21,-7.08,-9.1
KIRANVYPAR,Kiran Vyapar Limited,12.21,2.93,-3.24,-4.49,0.0
KIRIINDUS,Kiri Industries Limited,-8.29,-4.95,3.02,-1.52,0.0
KIRLFER,Kirloskar Ferrous Industries Limited,4.17,-9.13,4.09,4.26,7.0
KIRLOSBROS,Kirloskar Brothers Limited,-13.55,8.71,4.26,4.34,0.0
KIRLOSENG,Kirloskar Oil Engines Limited,8.1,-9.68,0.3,4.74,0.0
KIRLOSIND,Kirloskar Industries Limited,15.52,-5.51,-0.24,1.7,0.0
KIRLPNU,Kirloskar Pneumatic Company Limited,-7.36,4.12,1.6,-0.21,0.0
KISSHT,OnEMI Technology Solutions Limited,0.12,-8.86,12.38,8.01,0.0
KITEX,Kitex Garments Limited,1.92,-6.25,15.59,8.49,0.0
KKCL,Kewal Kiran Clothing Limited,-18.43,3.76,11.02,8.93,0.0
KLBRENG-B,Kilburn Engineering Limited,3.19,-2.22,0.32,1.86,0.0
KMEW,Knowledge Marine & Engineering Works Limited,14.14,-7.38,4.88,7.84,0.0
KMSUGAR,K.M.Sugar Mills Limited,-11.81,2.77,14.56,12.08,0.0
KNAGRI,KN Agri Resources Limited,5.51,1.09,-1.78,-1.47,0.0
KNRCON,KNR Constructions Limited,16.13,-8.06,-8.06,-7.66,0.0
KOHINOOR,Kohinoor Foods Limited,-6.41,-0.59,7.3,3.0,0.0
KOKUYOCMLN,Kokuyo Camlin Limited,4.71,-3.87,1.07,3.05,0.0
KOLTEPATIL,Kolte - Patil Developers Limited,-15.94,5.66,5.49,3.61,0.0
KOPRAN,Kopran Limited,-0.12,-11.9,8.58,3.44,0.0
KOTAKBANK,Kotak Mahindra Bank Limited,-13.77,4.73,7.71,3.09,0.0
KOTARISUG,Kothari Sugars And Chemicals Limited,-14.33,10.37,-6.76,-4.29,-9.5
KOTHARIPET,Kothari Petrochemicals Limited,-10.64,0.38,-2.68,-1.52,0.0
KOTHARIPRO,Kothari Products Limited,-4.89,-2.61,2.66,6.7,-2.2
KOTIC,Kothari Industrial Corporation Limited,-7.68,9.22,-10.4,-6.77,0.8
KOTYARK,Kotyark Industries Limited,-2.73,-1.86,8.89,8.09,0.0
KOVAI,Kovai Medical Center & Hospital Limited,2.98,-8.89,-3.86,-4.12,0.0
KPEL,K.P. Energy Limited,-7.25,7.36,-12.13,-6.72,-3.7
KPIGREEN,KPI Green Energy Limited,6.72,9.47,-6.49,-0.62,-7.6
KPIL,Kalpataru Projects International Limited,-5.44,10.73,-9.25,-6.09,0.0
KPITTECH,KPIT Technologies Limited,7.8,-13.33,-13.16,-8.28,0.0
KPL,Kwality Pharmaceuticals Limited,4.35,-7.78,5.65,7.09,0.0
KPRMILL,K.P.R. Mill Limited,-3.82,5.02,4.21,2.01,6.8
KRBL,KRBL Limited,4.99,5.0,-9.12,-6.14,-6.7
KREBSBIO,Krebs Biochemicals and Industries Limited,8.13,1.64,-9.85,-10.52,0.0
KRIDHANINF,Kridhan Infra Limited,-5.51,3.91,-1.19,1.49,0.0
KRISHANA,Krishana Phoschem Limited,0.69,-8.43,0.16,0.64,0.0
KRISHIVAL,Krishival Foods Limited,12.08,-8.59,0.42,0.68,0.0
KRISHNADEF,Krishna Defence And Allied Industries Limited,-2.12,-3.48,3.51,2.17,-4.9
KRITI,Kriti Industries (India) Limited,-16.77,7.29,8.01,6.28,0.0
KRITIKA,Kritika Wires Limited,3.98,-3.69,-1.24,0.17,0.0
KRITINUT,Kriti Nutrients Limited,5.32,4.93,-2.52,1.43,9.5
KRN,KRN Heat Exchanger and Refrigeration Limited,-9.23,1.89,-8.73,-2.37,-0.5
KRONOX,Kronox Lab Sciences Limited,-12.67,15.86,-7.98,-4.15,-3.3
KROSS,Kross Limited,1.38,-6.26,2.2,5.54,0.0
KRSNAA,Krsnaa Diagnostics Limited,-18.11,10.01,11.46,7.9,0.0
KRYSTAL,Krystal Integrated Services Limited,-8.83,-0.04,-1.62,-0.2,-8.4
KSB,Ksb Limited,-8.7,-10.02,0.86,0.73,0.0
KSCL,Kaveri Seed Company Limited,18.56,-4.39,-10.53,-5.27,0.0
KSHINTL,KSH International Limited,-6.97,11.69,-5.08,-4.13,0.0
KSHITIJPOL,Kshitij Polyline Limited,-3.42,-0.35,-10.45,-5.75,0.0
KSL,Kalyani Steels Limited,2.95,-6.27,13.59,10.69,0.0
KSOLVES,Ksolves India Limited,-9.84,-11.61,12.4,7.56,0.0
KSR,KSR Footwear Limited,-17.33,2.43,10.66,9.84,0.0
KTKBANK,The Karnataka Bank Limited,13.82,-8.72,2.62,-2.63,0.0
KUANTUM,Kuantum Papers Limited,9.44,-16.01,5.36,3.39,0.0
KWIL,Kwality Wall's (India) Limited,-3.79,-7.76,7.84,8.12,0.0
LAGNAM,Lagnam Spintex Limited,14.5,-8.73,-2.22,-0.78,0.0
LAHOTIOV,Lahoti Overseas Limited,-4.62,-12.46,-1.71,-2.27,0.0
LAKPRE,Lakshmi Precision Screws Limited,3.25,-16.53,12.82,8.68,0.0
LAL,Lorenzini Apparels Limited,4.99,5.43,-13.36,-6.3,0.0
LALPATHLAB,Dr. Lal Path Labs Ltd.,-2.72,4.0,3.5,2.18,0.0
LAMBODHARA,Lambodhara Textiles Limited,10.75,-13.77,9.68,8.05,-12.0
LANCORHOL,Lancor Holdings Limited,29.53,-0.72,-17.93,-11.73,-8.2
LANDMARK,Landmark Cars Limited,-25.08,0.73,16.99,10.08,10.9
LANDSMILL,Landsmill Green Limited,-26.98,13.56,13.91,5.69,9.6
LAOPALA,La Opala RG Limited,2.57,-13.36,2.25,0.39,0.0
LASA,Lasa Supergenerics Limited,-7.22,12.9,-4.18,-3.95,7.9
LATENTVIEW,Latent View Analytics Limited,-3.18,3.5,1.53,-0.39,0.0
LATTEYS,Latteys Industries Limited,18.49,-1.84,-12.52,-7.92,-5.5
LAURUSLABS,Laurus Labs Limited,-22.53,8.72,4.44,4.0,10.5
LAXMICOT,Laxmi Cotspin Limited,-1.77,0.54,10.45,4.75,0.0
LAXMIDENTL,Laxmi Dental Limited,-23.2,11.42,14.99,9.72,6.6
LAXMIINDIA,Laxmi India Finance Limited,-8.29,-5.69,4.59,4.34,-6.9
LCCINFOTEC,LCC Infotech Limited,-1.95,7.09,2.23,2.43,7.4
LEMERITE,Le Merite Exports Limited,-16.63,-0.34,1.67,2.01,5.8
LEMONTREE,Lemon Tree Hotels Limited,-3.34,-4.14,5.09,1.27,0.0
LENSKART,Lenskart Solutions Limited,10.81,-7.28,-7.63,-3.25,0.0
LEXUS,Lexus Granito (India) Limited,6.4,-1.89,0.68,1.4,-12.5
LFIC,Lakshmi Finance & Industrial Corporation Limited,4.53,-9.11,-7.32,-2.33,0.0
LGBBROSLTD,LG Balakrishnan & Bros Limited,6.05,-1.98,5.91,2.62,0.0
LGEINDIA,LG Electronics India Limited,-2.18,1.94,2.22,2.19,0.0
LGHL,Laxmi Goldorna House Limited,-14.41,4.86,-5.28,-4.08,8.8
LIBAS,Libas Consumer Products Limited,-12.03,-9.24,14.36,13.07,12.1
LIBERTSHOE,Liberty Shoes Limited,-5.23,4.03,3.93,-1.66,-12.5
LICHSGFIN,LIC Housing Finance Limited,5.17,5.91,0.18,1.4,0.0
LICI,Life Insurance Corporation Of India,-0.93,-1.59,-1.19,-0.17,0.0
LIKHITHA,Likhitha Infrastructure Limited,8.35,-0.65,-10.46,-4.23,0.0
LINC,Linc Limited,1.25,-14.27,8.5,4.71,0.0
LINCOLN,Lincoln Pharmaceuticals Limited,7.48,-0.83,-8.64,-6.21,0.0
LINDEINDIA,Linde India Limited,4.91,-1.8,2.97,-1.84,0.0
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,-8.39,15.15,-7.75,-6.93,-13.9
LLOYDSENT,Lloyds Enterprises Limited,14.04,-6.34,-2.47,1.07,0.7
LLOYDSME,Lloyds Metals And Energy Limited,-7.17,2.95,1.8,3.12,0.0
LMW,LMW Limited,-9.21,7.63,-2.4,-4.43,0.0
LODHA,Lodha Developers Limited,11.18,-13.27,2.34,1.29,0.0
LOKESHMACH,Lokesh Machines Limited,-1.27,2.77,3.43,3.57,-14.9
LORDSCHLO,Lords Chloro Alkali Limited,11.72,-4.56,-4.79,-2.04,0.0
LOTUSDEV,Sri Lotus Developers and Realty Limited,9.19,-8.92,5.8,3.46,0.0
LOTUSEYE,Lotus Eye Hospital and Institute Limited,-13.25,-1.64,8.4,5.25,8.4
LOVABLE,Lovable Lingerie Limited,-18.08,11.09,0.26,-1.84,0.0
LOYALTEX,Loyal Textile Mills Limited,-18.93,11.65,1.85,0.96,0.0
LPDC,Landmark Property Development Company Limited,-4.14,11.22,2.71,2.79,14.2
LT,Larsen & Toubro Limited,22.9,2.21,-13.4,-8.59,0.0
LTF,L&T Finance Limited,-7.65,12.66,-3.95,-2.67,0.0
LTFOODS,LT Foods Limited,5.8,-10.8,-3.28,-2.98,0.0
LTM,LTM Limited,9.44,-1.26,-8.01,-3.23,-9.7
LTTS,L&T Technology Services Limited,3.78,-0.43,-0.2,-3.32,0.0
LUMAXIND,Lumax Industries Limited,18.93,-4.71,-6.62,-5.82,0.0
LUMAXTECH,Lumax Auto Technologies Limited,3.53,6.39,-11.42,-9.77,0.0
LUPIN,Lupin Limited,10.36,-7.22,-9.77,-6.87,0.0
LUXIND,Lux Industries Limited,-16.83,6.61,2.3,0.45,11.6
LXCHEM,Laxmi Organic Industries Limited,-13.0,-1.53,5.18,3.34,7.1
LYKALABS,Lyka Labs Limited,-17.07,12.29,-12.4,-7.16,0.0
LYPSAGEMS,Lypsa Gems & Jewellery Limited,-5.98,17.29,-9.86,-6.52,0.0
M&M,Mahindra & Mahindra Limited,-1.71,-3.84,7.02,6.05,0.0
M&MFIN,Mahindra & Mahindra Financial Services Limited,-3.34,-0.29,9.3,6.21,0.4
MAANALU,Maan Aluminium Limited,3.9,4.16,-6.56,-3.71,0.0
MACPOWER,Macpower CNC Machines Limited,22.48,-21.72,-0.57,-1.94,0.0
MADHAV,Madhav Marbles and Granites Limited,18.79,-15.82,-13.06,-10.13,0.0
MADHAVIPL,Madhav Infra Projects Limited,6.38,-18.74,3.26,2.48,0.0
MADHUCON,Madhucon Projects Limited,-4.45,-2.34,7.73,9.44,-11.2
MADRASFERT,Madras Fertilizers Limited,-7.74,11.26,-14.53,-7.81,0.0
MAFATIND,Mafatlal Industries Limited,1.99,-3.82,2.44,2.21,0.0
MAGADSUGAR,Magadh Sugar & Energy Limited,-3.17,-1.95,7.97,7.25,0.0
MAGNUM,Magnum Ventures Limited,-6.39,-1.19,1.27,0.72,0.0
MAHABANK,Bank of Maharashtra,-16.21,4.68,14.02,11.2,0.0
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,5.35,-4.61,-3.25,-1.25,13.8
MAHASTEEL,Mahamaya Steel Industries Limited,-7.84,-5.96,8.83,7.14,-14.2
MAHEPC,Mahindra EPC Irrigation Limited,5.1,11.52,-17.23,-9.51,0.0
MAHESHWARI,Maheshwari Logistics Limited,8.49,9.62,-17.06,-10.53,-8.6
MAHLIFE,Mahindra Lifespace Developers Limited,1.53,3.79,-3.12,-4.21,0.0
MAHLOG,Mahindra Logistics Limited,-2.65,4.64,9.98,7.88,11.1
MAHSCOOTER,Maharashtra Scooters Limited,-3.03,7.95,-4.68,-2.87,0.0
MAHSEAMLES,Maharashtra Seamless Limited,-11.09,7.19,0.81,3.5,3.9
MAITHANALL,Maithan Alloys Limited,-2.87,-15.91,7.99,3.33,1.5
MAJESAUT,Majestic Auto Limited,1.54,-11.19,10.17,9.01,-8.4
MALLCOM,Mallcom (India) Limited,-25.8,9.16,10.48,9.48,0.0
MALUPAPER,Malu Paper Mills Limited,-7.27,-3.59,4.35,2.57,0.0
MAMATA,Mamata Machinery Limited,0.62,7.85,-9.77,-8.94,0.0
MANAKALUCO,Manaksia Aluminium Company Limited,8.23,4.78,-4.84,-4.62,0.0
MANAKCOAT,Manaksia Coated Metals & Industries Limited,13.82,2.16,-18.3,-11.1,6.0
MANAKSIA,Manaksia Limited,3.69,-7.08,-2.76,-7.01,0.0
MANAKSTEEL,Manaksia Steels Limited,9.36,1.78,-7.49,-6.36,0.0
MANALIPETC,Manali Petrochemicals Limited,-13.93,6.31,4.34,2.07,0.0
MANAPPURAM,Manappuram Finance Limited,-0.81,-0.8,6.03,7.25,0.0
MANBA,Manba Finance Limited,7.2,6.25,5.92,3.85,0.0
MANCREDIT,Mangal Credit and Fincorp Limited,10.76,-3.16,3.72,4.97,0.0
MANGALAM,Mangalam Drugs And Organics Limited,-8.86,7.07,5.19,2.5,0.0
MANGLMCEM,Mangalam Cement Limited,-8.71,2.79,4.9,2.31,0.0
MANINDS,Man Industries (India) Limited,-7.03,2.03,-2.28,-3.5,0.0
MANINFRA,Man Infraconstruction Limited,-24.51,7.72,3.16,-1.27,0.0
MANKIND,Mankind Pharma Limited,-0.53,-8.59,9.68,7.67,-10.3
MANOMAY,Manomay Tex India Limited,5.21,0.26,-7.1,-5.97,0.0
MANORAMA,Manorama Industries Limited,0.89,2.25,-1.14,1.74,0.0
MANORG,Mangalam Organics Limited,0.81,-8.31,2.95,-0.21,0.0
MANUGRAPH,Manugraph India Limited,-14.02,2.22,9.82,5.79,-14.5
MANYAVAR,Vedant Fashions Limited,-0.92,6.22,-1.14,-4.05,0.0
MAPMYINDIA,C.E. Info Systems Limited,2.13,-11.49,7.21,3.59,0.0
MARALOVER,Maral Overseas Limited,10.32,-2.26,5.3,3.33,0.0
MARATHON,Marathon Nextgen Realty Limited,5.54,0.64,-6.82,-5.09,0.0
MARICO,Marico Limited,-13.56,8.96,9.4,3.06,0.0
MARINE,Marine Electricals (India) Limited,10.14,-3.15,-4.71,-2.64,-12.2
MARKOLINES,Markolines Pavement Technologies Limited,2.6,2.42,-1.51,0.96,0.0
MARKSANS,Marksans Pharma Limited,17.1,-12.43,1.58,2.5,0.0
MARSONS,Marsons Limited,-12.82,5.8,9.23,2.61,0.0
