Symbol,Company Name,Promoter Delta %,FII Delta %,DII Delta %,Mutual Fund Delta %,Pledge Delta %
MOIL,MOIL Limited,0.0,0.0,0.0,0.0,0.0
MOKSH,Moksh Ornaments Limited,0.0,0.0,0.0,0.0,0.0
MOL,Meghmani Organics Limited,0.0,0.0,0.0,0.0,0.0
MOLDTECH,Mold-Tek Technologies Limited,0.0,0.0,0.0,0.0,0.0
MOLDTKPAC,Mold-Tek Packaging Limited,0.0,0.0,0.0,0.0,0.0
MONARCH,Monarch Networth Capital Limited,0.0,0.0,0.0,0.0,0.0
MONEYBOXX,Moneyboxx Finance Limited,0.0,0.0,0.0,0.0,0.0
MONTECARLO,Monte Carlo Fashions Limited,0.0,0.0,0.0,0.0,0.0
MORARJEE,Morarjee Textiles Limited,0.0,0.0,0.0,0.0,0.0
MOREPENLAB,Morepen Laboratories Limited,0.0,0.0,0.0,0.0,0.0
MOSCHIP,Moschip Technologies Limited,0.0,0.0,0.0,0.0,0.0
MOTHERSON,Samvardhana Motherson International Limited,0.0,0.0,0.0,0.0,0.0
MOTILALOFS,Motilal Oswal Financial Services Limited,0.0,0.0,0.0,0.0,0.0
MOTISONS,Motisons Jewellers Limited,0.0,0.0,0.0,0.0,0.0
MOTOGENFIN,The Motor & General Finance Limited,0.0,0.0,0.0,0.0,0.0
MPHASIS,MphasiS Limited,0.0,0.0,0.0,0.0,0.0
MPSLTD,MPS Limited,0.0,0.0,0.0,0.0,0.0
MRF,MRF Limited,0.0,0.0,0.0,0.0,0.0
MRPL,Mangalore Refinery and Petrochemicals Limited,0.0,0.0,0.0,0.0,0.0
MSPL,MSP Steel & Power Limited,0.0,0.0,0.0,0.0,0.0
MSTCLTD,Mstc Limited,0.0,0.0,0.0,0.0,0.0
MSUMI,Motherson Sumi Wiring India Limited,0.0,0.0,0.0,0.0,0.0
MTARTECH,Mtar Technologies Limited,0.0,0.0,0.0,0.0,0.0
MTEDUCARE,MT Educare Limited,0.0,0.0,0.0,0.0,0.0
MTNL,Mahanagar Telephone Nigam Limited,0.0,0.0,0.0,0.0,0.0
MUFIN,Mufin Green Finance Limited,0.0,0.0,0.0,0.0,0.0
MUFTI,Credo Brands Marketing Limited,0.0,0.0,0.0,0.0,0.0
MUKANDLTD,Mukand Limited,0.0,0.0,0.0,0.0,0.0
MUKKA,Mukka Proteins Limited,0.0,0.0,0.0,0.0,0.0
MUKTAARTS,Mukta Arts Limited,0.0,0.0,0.0,0.0,0.0
MUNJALAU,Munjal Auto Industries Limited,0.0,0.0,0.0,0.0,0.0
MUNJALSHOW,Munjal Showa Limited,0.0,0.0,0.0,0.0,0.0
MURUDCERA,Murudeshwar Ceramics Limited,0.0,0.0,0.0,0.0,0.0
MUTHOOTCAP,Muthoot Capital Services Limited,0.0,0.0,0.0,0.0,0.0
MUTHOOTFIN,Muthoot Finance Limited,0.0,0.0,0.0,0.0,0.0
MUTHOOTMF,Muthoot Microfin Limited,0.0,0.0,0.0,0.0,0.0
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,0.0,0.0,0.0,0.0,0.0
MWL,Mangalam Worldwide Limited,0.0,0.0,0.0,0.0,0.0
NACLIND,NACL Industries Limited,0.0,0.0,0.0,0.0,0.0
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,0.0,0.0,0.0,0.0,0.0
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,0.0,0.0,0.0,0.0,0.0
NAGREEKEXP,Nagreeka Exports Limited,0.0,0.0,0.0,0.0,0.0
NAHARCAP,Nahar Capital and Financial Services Limited,0.0,0.0,0.0,0.0,0.0
NAHARINDUS,Nahar Industrial Enterprises Limited,0.0,0.0,0.0,0.0,0.0
NAHARPOLY,Nahar Poly Films Limited,0.0,0.0,0.0,0.0,0.0
NAHARSPING,Nahar Spinning Mills Limited,0.0,0.0,0.0,0.0,0.0
NAM-INDIA,Nippon Life India Asset Management Limited,0.0,0.0,0.0,0.0,0.0
NARMADA,Narmada Agrobase Limited,0.0,0.0,0.0,0.0,0.0
NATCAPSUQ,Natural Capsules Limited,0.0,0.0,0.0,0.0,0.0
NATCOPHARM,Natco Pharma Limited,0.0,0.0,0.0,0.0,0.0
NATHBIOGEN,Nath Bio-Genes (India) Limited,0.0,0.0,0.0,0.0,0.0
NATIONALUM,National Aluminium Company Limited,0.0,0.0,0.0,0.0,0.0
NATIONSTD,National Standard (India) Limited,0.0,0.0,0.0,0.0,0.0
NAUKRI,Info Edge (India) Limited,0.0,0.0,0.0,0.0,0.0
NAVA,NAVA LIMITED,0.0,0.0,0.0,0.0,0.0
NAVINFLUOR,Navin Fluorine International Limited,0.0,0.0,0.0,0.0,0.0
NAVKARCORP,Navkar Corporation Limited,0.0,0.0,0.0,0.0,0.0
NAVKARURB,Navkar Urbanstructure Limited,0.0,0.0,0.0,0.0,0.0
NAVNETEDUL,Navneet Education Limited,0.0,0.0,0.0,0.0,0.0
NAZARA,Nazara Technologies Limited,0.0,0.0,0.0,0.0,0.0
NBCC,NBCC (India) Limited,0.0,0.0,0.0,0.0,0.0
NBIFIN,N. B. I. Industrial Finance Company Limited,0.0,0.0,0.0,0.0,0.0
NCC,NCC Limited,0.0,0.0,0.0,0.0,0.0
NCLIND,NCL Industries Limited,0.0,0.0,0.0,0.0,0.0
NDGL,Naga Dhunseri Group Limited,0.0,0.0,0.0,0.0,0.0
NDL,Nandan Denim Limited,0.0,0.0,0.0,0.0,0.0
NDLVENTURE,NDL Ventures Limited,0.0,0.0,0.0,0.0,0.0
NDRAUTO,Ndr Auto Components Limited,0.0,0.0,0.0,0.0,0.0
NDTV,New Delhi Television Limited,0.0,0.0,0.0,0.0,0.0
NEAGI,Neelamalai Agro Industries Limited,0.0,0.0,0.0,0.0,0.0
NECCLTD,North Eastern Carrying Corporation Limited,0.0,0.0,0.0,0.0,0.0
NECLIFE,Nectar Lifesciences Limited,0.0,0.0,0.0,0.0,0.0
NELCAST,Nelcast Limited,0.0,0.0,0.0,0.0,0.0
NELCO,NELCO Limited,0.0,0.0,0.0,0.0,0.0
NEOGEN,Neogen Chemicals Limited,0.0,0.0,0.0,0.0,0.0
NEPHROPLUS,Nephrocare Health Services Limited,0.0,0.0,0.0,0.0,0.0
NESCO,Nesco Limited,0.0,0.0,0.0,0.0,0.0
NESTLEIND,Nestle India Limited,0.0,0.0,0.0,0.0,0.0
NETWEB,Netweb Technologies India Limited,0.0,0.0,0.0,0.0,0.0
NETWORK18,Network18 Media & Investments Limited,0.0,0.0,0.0,0.0,0.0
NEUEON,Neueon Corporation Limited,0.0,0.0,0.0,0.0,0.0
NEULANDLAB,Neuland Laboratories Limited,0.0,0.0,0.0,0.0,0.0
NEWGEN,Newgen Software Technologies Limited,0.0,0.0,0.0,0.0,0.0
NEXTMEDIA,Next Mediaworks Limited,0.0,0.0,0.0,0.0,0.0
NFL,National Fertilizers Limited,0.0,0.0,0.0,0.0,0.0
NGIL,Nakoda Group of Industries Limited,0.0,0.0,0.0,0.0,0.0
NGLFINE,NGL Fine-Chem Limited,0.0,0.0,0.0,0.0,0.0
NH,Narayana Hrudayalaya Ltd.,0.0,0.0,0.0,0.0,0.0
NHPC,NHPC Limited,0.0,0.0,0.0,0.0,0.0
NIACL,The New India Assurance Company Limited,0.0,0.0,0.0,0.0,0.0
NIBE,NIBE Limited,0.0,0.0,0.0,0.0,0.0
NIBL,NRB Industrial Bearings Limited,0.0,0.0,0.0,0.0,0.0
NIITLTD,NIIT Limited,0.0,0.0,0.0,0.0,0.0
NIITMTS,NIIT Learning Systems Limited,0.0,0.0,0.0,0.0,0.0
NILAINFRA,Nila Infrastructures Limited,0.0,0.0,0.0,0.0,0.0
NILASPACES,Nila Spaces Limited,0.0,0.0,0.0,0.0,0.0
NILE,Nile Limited,0.0,0.0,0.0,0.0,0.0
NILKAMAL,Nilkamal Limited,0.0,0.0,0.0,0.0,0.0
NIMBSPROJ,Nimbus Projects Limited,0.0,0.0,0.0,0.0,0.0
NINSYS,NINtec Systems Limited,0.0,0.0,0.0,0.0,0.0
NIPPOBATRY,Indo-National Limited,0.0,0.0,0.0,0.0,0.0
NIRAJ,Niraj Cement Structurals Limited,0.0,0.0,0.0,0.0,0.0
NIRAJISPAT,Niraj Ispat Industries Limited,0.0,0.0,0.0,0.0,0.0
NIRLON,Nirlon Limited,0.0,0.0,0.0,0.0,0.0
NITCO,Nitco Limited,0.0,0.0,0.0,0.0,0.0
NITINSPIN,Nitin Spinners Limited,0.0,0.0,0.0,0.0,0.0
NITIRAJ,Nitiraj Engineers Limited,0.0,0.0,0.0,0.0,0.0
NITTAGELA,Nitta Gelatin India Limited,0.0,0.0,0.0,0.0,0.0
NIVABUPA,Niva Bupa Health Insurance Company Limited,0.0,0.0,0.0,0.0,0.0
NKIND,NK Industries Limited,0.0,0.0,0.0,0.0,0.0
NLCINDIA,NLC India Limited,0.0,0.0,0.0,0.0,0.0
NMDC,NMDC Limited,0.0,0.0,0.0,0.0,0.0
NOCIL,NOCIL Limited,0.0,0.0,0.0,0.0,0.0
NOIDATOLL,Noida Toll Bridge Company Limited,0.0,0.0,0.0,0.0,0.0
NORBTEAEXP,Norben Tea & Exports Limited,0.0,0.0,0.0,0.0,0.0
NORTHARC,Northern Arc Capital Limited,0.0,0.0,0.0,0.0,0.0
NOVAAGRI,Nova Agritech Limited,0.0,0.0,0.0,0.0,0.0
NOVARTIND,Novartis India Limited,0.0,0.0,0.0,0.0,0.0
NPST,Network People Services Technologies Limited,0.0,0.0,0.0,0.0,0.0
NRAIL,N R Agarwal Industries Limited,0.0,0.0,0.0,0.0,0.0
NRBBEARING,NRB Bearing Limited,0.0,0.0,0.0,0.0,0.0
NRL,Nupur Recyclers Limited,0.0,0.0,0.0,0.0,0.0
NSIL,Nalwa Sons Investments Limited,0.0,0.0,0.0,0.0,0.0
NSLNISP,NMDC Steel Limited,0.0,0.0,0.0,0.0,0.0
NTPC,NTPC Limited,0.0,0.0,0.0,0.0,0.0
NTPCGREEN,NTPC Green Energy Limited,0.0,0.0,0.0,0.0,0.0
NUCLEUS,Nucleus Software Exports Limited,0.0,0.0,0.0,0.0,0.0
NURECA,Nureca Limited,0.0,0.0,0.0,0.0,0.0
NUVAMA,Nuvama Wealth Management Limited,0.0,0.0,0.0,0.0,0.0
NUVOCO,Nuvoco Vistas Corporation Limited,0.0,0.0,0.0,0.0,0.0
NYKAA,FSN E-Commerce Ventures Limited,0.0,0.0,0.0,0.0,0.0
OAL,Oriental Aromatics Limited,0.0,0.0,0.0,0.0,0.0
OBCL,Orissa Bengal Carrier Limited,0.0,0.0,0.0,0.0,0.0
OBEROIRLTY,Oberoi Realty Limited,0.0,0.0,0.0,0.0,0.0
OCCLLTD,OCCL Limited,0.0,0.0,0.0,0.0,0.0
ODIGMA,Odigma Consultancy Solutions Limited,0.0,0.0,0.0,0.0,0.0
OFSS,Oracle Financial Services Software Limited,0.0,0.0,0.0,0.0,0.0
OIL,Oil India Limited,0.0,0.0,0.0,0.0,0.0
OILCOUNTUB,Oil Country Tubular Limited,0.0,0.0,0.0,0.0,0.0
OLAELEC,Ola Electric Mobility Limited,0.0,0.0,0.0,0.0,0.0
OLECTRA,Olectra Greentech Limited,0.0,0.0,0.0,0.0,0.0
OMAXAUTO,Omax Autos Limited,0.0,0.0,0.0,0.0,0.0
OMAXE,Omaxe Limited,0.0,0.0,0.0,0.0,0.0
OMFREIGHT,Om Freight Forwarders Limited,0.0,0.0,0.0,0.0,0.0
OMINFRAL,OM INFRA LIMITED,0.0,0.0,0.0,0.0,0.0
OMNI,Omnitech Engineering Limited,0.0,0.0,0.0,0.0,0.0
OMPOWER,Om Power Transmission Limited,0.0,0.0,0.0,0.0,0.0
ONELIFECAP,Onelife Capital Advisors Limited,0.0,0.0,0.0,0.0,0.0
ONEPOINT,One Point One Solutions Limited,0.0,0.0,0.0,0.0,0.0
ONESOURCE,Onesource Specialty Pharma Limited,0.0,0.0,0.0,0.0,0.0
ONGC,Oil & Natural Gas Corporation Limited,0.0,0.0,0.0,0.0,0.0
ONIDA,Onida Electronics Limited,0.0,0.0,0.0,0.0,0.0
ONMOBILE,OnMobile Global Limited,0.0,0.0,0.0,0.0,0.0
ONWARDTEC,Onward Technologies Limited,0.0,0.0,0.0,0.0,0.0
OPTIEMUS,Optiemus Infracom Limited,0.0,0.0,0.0,0.0,0.0
ORBTEXP,Orbit Exports Limited,0.0,0.0,0.0,0.0,0.0
ORCHASP,Orchasp Limited,0.0,0.0,0.0,0.0,0.0
ORCHPHARMA,Orchid Pharma Limited,0.0,0.0,0.0,0.0,0.0
ORICONENT,Oricon Enterprises Limited,0.0,0.0,0.0,0.0,0.0
ORIENTALTL,Oriental Trimex Limited,0.0,0.0,0.0,0.0,0.0
ORIENTBELL,Orient Bell Limited,0.0,0.0,0.0,0.0,0.0
ORIENTCEM,Orient Cement Limited,0.0,0.0,0.0,0.0,0.0
ORIENTCER,ORIENT CERATECH LIMITED,0.0,0.0,0.0,0.0,0.0
ORIENTELEC,Orient Electric Limited,0.0,0.0,0.0,0.0,0.0
ORIENTHOT,Oriental Hotels Limited,0.0,0.0,0.0,0.0,0.0
ORIENTLTD,Orient Press Limited,0.0,0.0,0.0,0.0,0.0
ORIENTPPR,Orient Paper & Industries Limited,0.0,0.0,0.0,0.0,0.0
ORIENTTECH,Orient Technologies Limited,0.0,0.0,0.0,0.0,0.0
ORISSAMINE,The Orissa Minerals Development Company Limited,0.0,0.0,0.0,0.0,0.0
ORKLAINDIA,Orkla India Limited,0.0,0.0,0.0,0.0,0.0
ORTEL,Ortel Communications Limited,0.0,0.0,0.0,0.0,0.0
ORTINGLOBE,ORTIN GLOBAL LIMITED,0.0,0.0,0.0,0.0,0.0
OSIAHYPER,Osia Hyper Retail Limited,0.0,0.0,0.0,0.0,0.0
OSWALAGRO,Oswal Agro Mills Limited,0.0,0.0,0.0,0.0,0.0
OSWALGREEN,Oswal Greentech Limited,0.0,0.0,0.0,0.0,0.0
OSWALPUMPS,Oswal Pumps Limited,0.0,0.0,0.0,0.0,0.0
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,0.0,0.0,0.0,0.0,0.0
PACEDIGITK,Pace Digitek Limited,0.0,0.0,0.0,0.0,0.0
PAGEIND,Page Industries Limited,0.0,0.0,0.0,0.0,0.0
PAISALO,Paisalo Digital Limited,0.0,0.0,0.0,0.0,0.0
PAKKA,PAKKA LIMITED,0.0,0.0,0.0,0.0,0.0
PALASHSECU,Palash Securities Limited,0.0,0.0,0.0,0.0,0.0
PALREDTEC,Palred Technologies Limited,0.0,0.0,0.0,0.0,0.0
PANACEABIO,Panacea Biotec Limited,0.0,0.0,0.0,0.0,0.0
PANACHE,Panache Digilife Limited,0.0,0.0,0.0,0.0,0.0
PANAMAPET,Panama Petrochem Limited,0.0,0.0,0.0,0.0,0.0
PANSARI,Pansari Developers Limited,0.0,0.0,0.0,0.0,0.0
PAR,Par Drugs And Chemicals Limited,0.0,0.0,0.0,0.0,0.0
PARACABLES,Paramount Communications Limited,0.0,0.0,0.0,0.0,0.0
PARADEEP,Paradeep Phosphates Limited,0.0,0.0,0.0,0.0,0.0
PARAGMILK,Parag Milk Foods Limited,0.0,0.0,0.0,0.0,0.0
PARAS,Paras Defence and Space Technologies Limited,0.0,0.0,0.0,0.0,0.0
PARASPETRO,Paras Petrofils Limited,0.0,0.0,0.0,0.0,0.0
PARKHOSPS,Park Medi World Limited,0.0,0.0,0.0,0.0,0.0
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,0.0,0.0,0.0,0.0,0.0
PARSVNATH,Parsvnath Developers Limited,0.0,0.0,0.0,0.0,0.0
PASHUPATI,Pashupati Cotspin Limited,0.0,0.0,0.0,0.0,0.0
PASUPTAC,Pasupati Acrylon Limited,0.0,0.0,0.0,0.0,0.0
PATANJALI,Patanjali Foods Limited,0.0,0.0,0.0,0.0,0.0
PATELENG,Patel Engineering Limited,0.0,0.0,0.0,0.0,0.0
PATELRMART,Patel Retail Limited,0.0,0.0,0.0,0.0,0.0
PATINTLOG,Patel Integrated Logistics Limited,0.0,0.0,0.0,0.0,0.0
PAUSHAKLTD,Paushak Limited,0.0,0.0,0.0,0.0,0.0
PAVNAIND,Pavna Industries Limited,0.0,0.0,0.0,0.0,0.0
PAYTM,One 97 Communications Limited,0.0,0.0,0.0,0.0,0.0
PCBL,PCBL Chemical Limited,0.0,0.0,0.0,0.0,0.0
PCJEWELLER,PC Jeweller Limited,0.0,0.0,0.0,0.0,0.0
PDMJEPAPER,Pudumjee Paper Products Limited,0.0,0.0,0.0,0.0,0.0
PDSL,PDS Limited,0.0,0.0,0.0,0.0,0.0
PEARLPOLY,Pearl Polymers Limited,0.0,0.0,0.0,0.0,0.0
PENIND,Pennar Industries Limited,0.0,0.0,0.0,0.0,0.0
PENINLAND,Peninsula Land Limited,0.0,0.0,0.0,0.0,0.0
PERSISTENT,Persistent Systems Limited,0.0,0.0,0.0,0.0,0.0
PETRONET,Petronet LNG Limited,0.0,0.0,0.0,0.0,0.0
PFC,Power Finance Corporation Limited,0.0,0.0,0.0,0.0,0.0
PFIZER,Pfizer Limited,0.0,0.0,0.0,0.0,0.0
PFOCUS,Prime Focus Limited,0.0,0.0,0.0,0.0,0.0
PFS,PTC India Financial Services Limited,0.0,0.0,0.0,0.0,0.0
PGEL,PG Electroplast Limited,0.0,0.0,0.0,0.0,0.0
PGHH,Procter & Gamble Hygiene and Health Care Limited,0.0,0.0,0.0,0.0,0.0
PGHL,Procter & Gamble Health Limited,0.0,0.0,0.0,0.0,0.0
PGIL,Pearl Global Industries Limited,0.0,0.0,0.0,0.0,0.0
PHOENIXLTD,The Phoenix Mills Limited,0.0,0.0,0.0,0.0,0.0
PICCADIL,Piccadily Agro Industries Limited,0.0,0.0,0.0,0.0,0.0
PIDILITIND,Pidilite Industries Limited,0.0,0.0,0.0,0.0,0.0
PIGL,Power & Instrumentation (Gujarat) Limited,0.0,0.0,0.0,0.0,0.0
PIIND,PI Industries Limited,0.0,0.0,0.0,0.0,0.0
PILANIINVS,Pilani Investment and Industries Corporation Limited,0.0,0.0,0.0,0.0,0.0
PILITA,PIL ITALICA LIFESTYLE LIMITED,0.0,0.0,0.0,0.0,0.0
PINELABS,Pine Labs Limited,0.0,0.0,0.0,0.0,0.0
PIONEEREMB,Pioneer Embroideries Limited,0.0,0.0,0.0,0.0,0.0
PIONRINV,Pioneer Investcorp Limited,0.0,0.0,0.0,0.0,0.0
PIRAMALFIN,Piramal Finance Limited,0.0,0.0,0.0,0.0,0.0
PITTIENG,Pitti Engineering Limited,0.0,0.0,0.0,0.0,0.0
PIXTRANS,Pix Transmissions Limited,0.0,0.0,0.0,0.0,0.0
PKTEA,The Peria Karamalai Tea & Produce Company Limited,0.0,0.0,0.0,0.0,0.0
PLASTIBLEN,Plastiblends India Limited,0.0,0.0,0.0,0.0,0.0
PLATIND,Platinum Industries Limited,0.0,0.0,0.0,0.0,0.0
PLAZACABLE,Plaza Wires Limited,0.0,0.0,0.0,0.0,0.0
PML,Paul Merchants Limited,0.0,0.0,0.0,0.0,0.0
PNB,Punjab National Bank,0.0,0.0,0.0,0.0,0.0
PNBGILTS,PNB Gilts Limited,0.0,0.0,0.0,0.0,0.0
PNBHOUSING,PNB Housing Finance Limited,0.0,0.0,0.0,0.0,0.0
PNC,Pritish Nandy Communications Limited,0.0,0.0,0.0,0.0,0.0
PNCINFRA,PNC Infratech Limited,0.0,0.0,0.0,0.0,0.0
PNGJL,P N Gadgil Jewellers Limited,0.0,0.0,0.0,0.0,0.0
PNGSREVA,PNGS Reva Diamond Jewellery Limited,0.0,0.0,0.0,0.0,0.0
POCL,Pondy Oxides & Chemicals Limited,0.0,0.0,0.0,0.0,0.0
PODDARMENT,Poddar Pigments Limited,0.0,0.0,0.0,0.0,0.0
POKARNA,Pokarna Limited,0.0,0.0,0.0,0.0,0.0
POLICYBZR,PB Fintech Limited,0.0,0.0,0.0,0.0,0.0
POLYCAB,Polycab India Limited,0.0,0.0,0.0,0.0,0.0
POLYMED,Poly Medicure Limited,0.0,0.0,0.0,0.0,0.0
POLYPLEX,Polyplex Corporation Limited,0.0,0.0,0.0,0.0,0.0
PONNIERODE,Ponni Sugars (Erode) Limited,0.0,0.0,0.0,0.0,0.0
POONAWALLA,Poonawalla Fincorp Limited,0.0,0.0,0.0,0.0,0.0
POWERGRID,Power Grid Corporation of India Limited,0.0,0.0,0.0,0.0,0.0
POWERICA,Powerica Limited,0.0,0.0,0.0,0.0,0.0
POWERINDIA,Hitachi Energy India Limited,0.0,0.0,0.0,0.0,0.0
POWERMECH,Power Mech Projects Limited,0.0,0.0,0.0,0.0,0.0
PPAP,PPAP Automotive Limited,0.0,0.0,0.0,0.0,0.0
PPL,Prakash Pipes Limited,0.0,0.0,0.0,0.0,0.0
PPLPHARMA,Piramal Pharma Limited,0.0,0.0,0.0,0.0,0.0
PRABHA,Prabha Energy Limited,0.0,0.0,0.0,0.0,0.0
PRADPME,Pradeep Metals Limited,0.0,0.0,0.0,0.0,0.0
PRAENG,Prajay Engineers Syndicate Limited,0.0,0.0,0.0,0.0,0.0
PRAJIND,Praj Industries Limited,0.0,0.0,0.0,0.0,0.0
PRAKASH,Prakash Industries Limited,0.0,0.0,0.0,0.0,0.0
PRAKASHSTL,Prakash Steelage Limited,0.0,0.0,0.0,0.0,0.0
PRAVEG,Praveg Limited,0.0,0.0,0.0,0.0,0.0
PRAXIS,Praxis Home Retail Limited,0.0,0.0,0.0,0.0,0.0
PRECAM,Precision Camshafts Limited,0.0,0.0,0.0,0.0,0.0
PRECOT,Precot Limited,0.0,0.0,0.0,0.0,0.0
PRECWIRE,Precision Wires India Limited,0.0,0.0,0.0,0.0,0.0
PREMCO,Premco Global Limited,0.0,0.0,0.0,0.0,0.0
PREMEXPLN,Premier Explosives Limited,0.0,0.0,0.0,0.0,0.0
PREMIER,Premier Limited,0.0,0.0,0.0,0.0,0.0
PREMIERENE,Premier Energies Limited,0.0,0.0,0.0,0.0,0.0
PREMIERPOL,Premier Polyfilm Limited,0.0,0.0,0.0,0.0,0.0
PRESTIGE,Prestige Estates Projects Limited,0.0,0.0,0.0,0.0,0.0
PRICOLLTD,Pricol Limited,0.0,0.0,0.0,0.0,0.0
PRIMESECU,Prime Securities Limited,0.0,0.0,0.0,0.0,0.0
PRIMO,Primo Chemicals Limited,0.0,0.0,0.0,0.0,0.0
PRINCEPIPE,Prince Pipes And Fittings Limited,0.0,0.0,0.0,0.0,0.0
PRITI,Priti International Limited,0.0,0.0,0.0,0.0,0.0
PRITIKAUTO,Pritika Auto Industries Limited,0.0,0.0,0.0,0.0,0.0
PRIVISCL,Privi Speciality Chemicals Limited,0.0,0.0,0.0,0.0,0.0
PROSTARM,Prostarm Info Systems Limited,0.0,0.0,0.0,0.0,0.0
PROTEAN,Protean eGov Technologies Limited,0.0,0.0,0.0,0.0,0.0
PROZONER,Prozone Realty Limited,0.0,0.0,0.0,0.0,0.0
PRSMJOHNSN,Prism Johnson Limited,0.0,0.0,0.0,0.0,0.0
PRUDENT,Prudent Corporate Advisory Services Limited,0.0,0.0,0.0,0.0,0.0
PRUDMOULI,Prudential Sugar Corporation Limited,0.0,0.0,0.0,0.0,0.0
PSB,Punjab & Sind Bank,0.0,0.0,0.0,0.0,0.0
PSPPROJECT,PSP Projects Limited,0.0,0.0,0.0,0.0,0.0
PTC,PTC India Limited,0.0,0.0,0.0,0.0,0.0
PTCIL,PTC Industries Limited,0.0,0.0,0.0,0.0,0.0
PTL,PTL Enterprises Limited,0.0,0.0,0.0,0.0,0.0
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,0.0,0.0,0.0,0.0,0.0
PURVA,Puravankara Limited,0.0,0.0,0.0,0.0,0.0
PVP,PVP Ventures Limited,0.0,0.0,0.0,0.0,0.0
PVRINOX,PVR INOX Limited,0.0,0.0,0.0,0.0,0.0
PVSL,Popular Vehicles and Services Limited,0.0,0.0,0.0,0.0,0.0
PWL,Physicswallah Limited,0.0,0.0,0.0,0.0,0.0
PYRAMID,Pyramid Technoplast Limited,0.0,0.0,0.0,0.0,0.0
QMSMEDI,QMS Medical Allied Services Limited,0.0,0.0,0.0,0.0,0.0
QPOWER,Quality Power Electrical Equipments Limited,0.0,0.0,0.0,0.0,0.0
QUADFUTURE,Quadrant Future Tek Limited,0.0,0.0,0.0,0.0,0.0
QUESS,Quess Corp Limited,0.0,0.0,0.0,0.0,0.0
QUICKHEAL,Quick Heal Technologies Limited,0.0,0.0,0.0,0.0,0.0
QUINT,Quint Digital Limited,0.0,0.0,0.0,0.0,0.0
QUINTEGRA,Quintegra Solutions Limited,0.0,0.0,0.0,0.0,0.0
RACE,Race Eco Chain Limited,0.0,0.0,0.0,0.0,0.0
RACLGEAR,RACL Geartech Limited,0.0,0.0,0.0,0.0,0.0
RADAAN,Radaan Mediaworks India Limited,0.0,0.0,0.0,0.0,0.0
RADHIKAJWE,Radhika Jeweltech Limited,0.0,0.0,0.0,0.0,0.0
RADIANTCMS,Radiant Cash Management Services Limited,0.0,0.0,0.0,0.0,0.0
RADICO,Radico Khaitan Limited,0.0,0.0,0.0,0.0,0.0
RADIOCITY,Music Broadcast Limited,0.0,0.0,0.0,0.0,0.0
RAILTEL,Railtel Corporation Of India Limited,0.0,0.0,0.0,0.0,0.0
RAIN,Rain Industries Limited,0.0,0.0,0.0,0.0,0.0
RAINBOW,Rainbow Childrens Medicare Limited,0.0,0.0,0.0,0.0,0.0
RAJESHEXPO,Rajesh Exports Limited,0.0,0.0,0.0,0.0,0.0
RAJMET,Rajnandini Metal Limited,0.0,0.0,0.0,0.0,0.0
RAJOOENG,Rajoo Engineers Limited,0.0,0.0,0.0,0.0,0.0
RAJPALAYAM,Rajapalayam Mills Limited,0.0,0.0,0.0,0.0,0.0
RAJRATAN,Rajratan Global Wire Limited,0.0,0.0,0.0,0.0,0.0
RAJRILTD,Raj Rayon Industries Limited,0.0,0.0,0.0,0.0,0.0
RAJSREESUG,Rajshree Sugars & Chemicals Limited,0.0,0.0,0.0,0.0,0.0
RAJTV,Raj Television Network Limited,0.0,0.0,0.0,0.0,0.0
RAJVIR,Rajvir Industries Limited,0.0,0.0,0.0,0.0,0.0
RALLIS,Rallis India Limited,0.0,0.0,0.0,0.0,0.0
RAMANEWS,Shree Rama Newsprint Limited,0.0,0.0,0.0,0.0,0.0
RAMAPHO,Rama Phosphates Limited,0.0,0.0,0.0,0.0,0.0
RAMASTEEL,Rama Steel Tubes Limited,0.0,0.0,0.0,0.0,0.0
RAMBHAJO,Advit Jewels Limited,0.0,0.0,0.0,0.0,0.0
RAMCOCEM,The Ramco Cements Limited,0.0,0.0,0.0,0.0,0.0
RAMCOIND,Ramco Industries Limited,0.0,0.0,0.0,0.0,0.0
RAMCOSYS,Ramco Systems Limited,0.0,0.0,0.0,0.0,0.0
RAMKY,Ramky Infrastructure Limited,0.0,0.0,0.0,0.0,0.0
RAMRAT,Ram Ratna Wires Limited,0.0,0.0,0.0,0.0,0.0
RANASUG,Rana Sugars Limited,0.0,0.0,0.0,0.0,0.0
RANEHOLDIN,Rane Holdings Limited,0.0,0.0,0.0,0.0,0.0
RATEGAIN,Rategain Travel Technologies Limited,0.0,0.0,0.0,0.0,0.0
RATNAMANI,Ratnamani Metals & Tubes Limited,0.0,0.0,0.0,0.0,0.0
RATNAVEER,Ratnaveer Precision Engineering Limited,0.0,0.0,0.0,0.0,0.0
RAYMOND,Raymond Limited,0.0,0.0,0.0,0.0,0.0
RAYMONDLSL,Raymond Lifestyle Limited,0.0,0.0,0.0,0.0,0.0
RAYMONDREL,Raymond Realty Limited,0.0,0.0,0.0,0.0,0.0
